Year,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2011,CATTARAUGUS,PQI_03,Diabetes Long-term Complications,64.79,119.13
2012,CATTARAUGUS,PQI_03,Diabetes Long-term Complications,29.37,121.22
2009,CATTARAUGUS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,829.51,512.27
2010,CATTARAUGUS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,956.01,480.15
2011,CATTARAUGUS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,831.27,487.74
2012,CATTARAUGUS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,170.72,474.65
2009,CATTARAUGUS,PQI_07,Hypertension,94.71,50.49
2010,CATTARAUGUS,PQI_07,Hypertension,57.31,51.48
2011,CATTARAUGUS,PQI_07,Hypertension,31.57,54.89
2012,CATTARAUGUS,PQI_07,Hypertension,4.84,58.41
2009,CATTARAUGUS,PQI_08,Heart Failure,470.03,368.61
2010,CATTARAUGUS,PQI_08,Heart Failure,451.66,334.84
2011,CATTARAUGUS,PQI_08,Heart Failure,299.2,335.39
2012,CATTARAUGUS,PQI_08,Heart Failure,117.48,332.97
2009,CATTARAUGUS,PQI_10,Dehydration,290.51,150.92
2010,CATTARAUGUS,PQI_10,Dehydration,224.18,134.64
2011,CATTARAUGUS,PQI_10,Dehydration,209.44,136.84
2012,CATTARAUGUS,PQI_10,Dehydration,42.46,129.36
2009,CATTARAUGUS,PQI_11,Bacterial Pneumonia,518.98,307.78
2010,CATTARAUGUS,PQI_11,Bacterial Pneumonia,407.44,271.92
2011,CATTARAUGUS,PQI_11,Bacterial Pneumonia,352.33,290.62
2012,CATTARAUGUS,PQI_11,Bacterial Pneumonia,132.11,271.7
2009,CATTARAUGUS,PQI_12,Urinary Tract Infection,169.73,175.01
2010,CATTARAUGUS,PQI_12,Urinary Tract Infection,175.12,176.55
2011,CATTARAUGUS,PQI_12,Urinary Tract Infection,147.95,180.62
2012,CATTARAUGUS,PQI_12,Urinary Tract Infection,40.81,180.95
2009,CATTARAUGUS,PQI_13,Angina Without Procedure,112.64,28.27
2010,CATTARAUGUS,PQI_13,Angina Without Procedure,45.87,23.54
2011,CATTARAUGUS,PQI_13,Angina Without Procedure,33.22,21.56
2012,CATTARAUGUS,PQI_13,Angina Without Procedure,8.14,20.24
2009,CATTARAUGUS,PQI_14,Uncontrolled Diabetes,26.07,20.9
2010,CATTARAUGUS,PQI_14,Uncontrolled Diabetes,24.53,18.92
2011,CATTARAUGUS,PQI_14,Uncontrolled Diabetes,19.91,17.71
2012,CATTARAUGUS,PQI_14,Uncontrolled Diabetes,4.84,18.81
2009,CATTARAUGUS,PQI_15,Asthma in Younger Adults,76.12,58.74
2010,CATTARAUGUS,PQI_15,Asthma in Younger Adults,53.57,48.51
2011,CATTARAUGUS,PQI_15,Asthma in Younger Adults,64.68,49.28
2012,CATTARAUGUS,PQI_15,Asthma in Younger Adults,9.9,53.24
2009,CATTARAUGUS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.44,12.1
2010,CATTARAUGUS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,16.39,11.55
2011,CATTARAUGUS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,8.36,12.87
2012,CATTARAUGUS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,3.3,13.64
2009,CATTARAUGUS,PQI_90,Prevention Quality Overall Composite,2420.33,1607.32
2010,CATTARAUGUS,PQI_90,Prevention Quality Overall Composite,2163.26,1493.8
2011,CATTARAUGUS,PQI_90,Prevention Quality Overall Composite,1828.2,1550.56
2012,CATTARAUGUS,PQI_90,Prevention Quality Overall Composite,518.87,1526.69
2009,CATTARAUGUS,PQI_91,Prevention Quality Acute Composite,979.22,633.71
2010,CATTARAUGUS,PQI_91,Prevention Quality Acute Composite,806.74,583.11
2011,CATTARAUGUS,PQI_91,Prevention Quality Acute Composite,709.61,608.08
2012,CATTARAUGUS,PQI_91,Prevention Quality Acute Composite,215.38,582.01
2009,CATTARAUGUS,PQI_92,Prevention Quality Chronic Composite,1441.11,973.61
2010,CATTARAUGUS,PQI_92,Prevention Quality Chronic Composite,1356.52,910.8
2011,CATTARAUGUS,PQI_92,Prevention Quality Chronic Composite,1118.48,942.48
2012,CATTARAUGUS,PQI_92,Prevention Quality Chronic Composite,303.49,944.68
2009,CATTARAUGUS,PQI_S01,Prevention Quality All Diabetes Composite,208.89,179.3
2010,CATTARAUGUS,PQI_S01,Prevention Quality All Diabetes Composite,176.77,179.08
2011,CATTARAUGUS,PQI_S01,Prevention Quality All Diabetes Composite,179.52,189.42
2012,CATTARAUGUS,PQI_S01,Prevention Quality All Diabetes Composite,55.44,198
2009,CATTARAUGUS,PQI_S02,Prevention Quality All Circulatory Composite,677.27,447.37
2010,CATTARAUGUS,PQI_S02,Prevention Quality All Circulatory Composite,554.73,409.86
2011,CATTARAUGUS,PQI_S02,Prevention Quality All Circulatory Composite,363.99,411.95
2012,CATTARAUGUS,PQI_S02,Prevention Quality All Circulatory Composite,130.57,411.62
2009,CATTARAUGUS,PQI_S03,Prevention Quality All Respiratory Composite,554.84,347.05
2010,CATTARAUGUS,PQI_S03,Prevention Quality All Respiratory Composite,625.13,321.86
2011,CATTARAUGUS,PQI_S03,Prevention Quality All Respiratory Composite,575.08,341.22
2012,CATTARAUGUS,PQI_S03,Prevention Quality All Respiratory Composite,117.48,335.17
2009,CAYUGA,PQI_01,Diabetes Short-term Complications,52.58,42.13
2010,CAYUGA,PQI_01,Diabetes Short-term Complications,39.71,43.01
2011,CAYUGA,PQI_01,Diabetes Short-term Complications,51.7,46.42
2012,CAYUGA,PQI_01,Diabetes Short-term Complications,96.91,47.74
2009,CAYUGA,PQI_03,Diabetes Long-term Complications,87.56,103.29
2010,CAYUGA,PQI_03,Diabetes Long-term Complications,130.24,102.63
2011,CAYUGA,PQI_03,Diabetes Long-term Complications,85.69,106.37
2012,CAYUGA,PQI_03,Diabetes Long-term Complications,106.37,100.65
2009,CAYUGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,668.58,477.95
2010,CAYUGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,679.47,442.86
2011,CAYUGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,567.82,440.66
2012,CAYUGA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,648.78,409.53
2009,CAYUGA,PQI_07,Hypertension,33.44,47.96
2010,CAYUGA,PQI_07,Hypertension,36.52,47.85
2011,CAYUGA,PQI_07,Hypertension,25.85,48.73
2012,CAYUGA,PQI_07,Hypertension,38.17,48.51
2009,CAYUGA,PQI_08,Heart Failure,417.12,357.72
2010,CAYUGA,PQI_08,Heart Failure,405.02,321.31
2011,CAYUGA,PQI_08,Heart Failure,483.34,307.89
2012,CAYUGA,PQI_08,Heart Failure,376.42,286.66
2009,CAYUGA,PQI_10,Dehydration,149.6,146.19
2010,CAYUGA,PQI_10,Dehydration,125.51,128.92
2011,CAYUGA,PQI_10,Dehydration,132.55,126.83
2012,CAYUGA,PQI_10,Dehydration,146.08,115.39
2009,CAYUGA,PQI_11,Bacterial Pneumonia,471.24,296.45
2010,CAYUGA,PQI_11,Bacterial Pneumonia,400.29,260.04
2011,CAYUGA,PQI_11,Bacterial Pneumonia,420.31,270.05
2012,CAYUGA,PQI_11,Bacterial Pneumonia,387.53,240.9
2009,CAYUGA,PQI_12,Urinary Tract Infection,197.34,165.99
2010,CAYUGA,PQI_12,Urinary Tract Infection,242.99,166.98
2011,CAYUGA,PQI_12,Urinary Tract Infection,203.72,164.34
2012,CAYUGA,PQI_12,Urinary Tract Infection,244.64,157.19
2009,CAYUGA,PQI_13,Angina Without Procedure,17.49,26.51
2010,CAYUGA,PQI_13,Angina Without Procedure,19.03,21.78
2011,CAYUGA,PQI_13,Angina Without Procedure,21.01,19.25
2012,CAYUGA,PQI_13,Angina Without Procedure,15.84,17.38
2009,CAYUGA,PQI_14,Uncontrolled Diabetes,14.3,19.58
2010,CAYUGA,PQI_14,Uncontrolled Diabetes,14.3,17.38
2011,CAYUGA,PQI_14,Uncontrolled Diabetes,8.03,16.28
2012,CAYUGA,PQI_14,Uncontrolled Diabetes,14.3,15.51
2009,CAYUGA,PQI_15,Asthma in Younger Adults,34.54,60.72
2010,CAYUGA,PQI_15,Asthma in Younger Adults,42.79,48.84
2011,CAYUGA,PQI_15,Asthma in Younger Adults,23.43,47.96
2012,CAYUGA,PQI_15,Asthma in Younger Adults,23.1,50.05
2009,CAYUGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,27.06,11.55
2010,CAYUGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,17.49,10.78
2011,CAYUGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,22.66,11.44
2012,CAYUGA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,17.49,11.33
2009,CAYUGA,PQI_90,Prevention Quality Overall Composite,1892.77,1536.15
2010,CAYUGA,PQI_90,Prevention Quality Overall Composite,1867.91,1412.4
2011,CAYUGA,PQI_90,Prevention Quality Overall Composite,1821.82,1416.69
2012,CAYUGA,PQI_90,Prevention Quality Overall Composite,1864.72,1321.65
2009,CAYUGA,PQI_91,Prevention Quality Acute Composite,818.18,608.63
2010,CAYUGA,PQI_91,Prevention Quality Acute Composite,768.79,556.05
2011,CAYUGA,PQI_91,Prevention Quality Acute Composite,756.47,561.11
2012,CAYUGA,PQI_91,Prevention Quality Acute Composite,778.36,513.59
2009,CAYUGA,PQI_92,Prevention Quality Chronic Composite,1074.48,927.52
2010,CAYUGA,PQI_92,Prevention Quality Chronic Composite,1099.12,856.35
2011,CAYUGA,PQI_92,Prevention Quality Chronic Composite,1065.24,855.58
2012,CAYUGA,PQI_92,Prevention Quality Chronic Composite,1086.47,808.17
2009,CAYUGA,PQI_S01,Prevention Quality All Diabetes Composite,171.93,171.49
2010,CAYUGA,PQI_S01,Prevention Quality All Diabetes Composite,195.36,168.96
2011,CAYUGA,PQI_S01,Prevention Quality All Diabetes Composite,155.21,174.79
2012,CAYUGA,PQI_S01,Prevention Quality All Diabetes Composite,222.42,169.73
2009,CAYUGA,PQI_S02,Prevention Quality All Circulatory Composite,468.05,432.08
2010,CAYUGA,PQI_S02,Prevention Quality All Circulatory Composite,460.57,390.94
2011,CAYUGA,PQI_S02,Prevention Quality All Circulatory Composite,530.2,375.76
2012,CAYUGA,PQI_S02,Prevention Quality All Circulatory Composite,430.43,352.55
2009,CAYUGA,PQI_S03,Prevention Quality All Respiratory Composite,434.61,323.95
2010,CAYUGA,PQI_S03,Prevention Quality All Respiratory Composite,443.19,296.56
2011,CAYUGA,PQI_S03,Prevention Quality All Respiratory Composite,379.83,305.03
2012,CAYUGA,PQI_S03,Prevention Quality All Respiratory Composite,433.62,285.89
2009,CHAUTAUQUA,PQI_01,Diabetes Short-term Complications,49.61,40.81
2010,CHAUTAUQUA,PQI_01,Diabetes Short-term Complications,50.38,41.8
2011,CHAUTAUQUA,PQI_01,Diabetes Short-term Complications,55.22,44.44
2012,CHAUTAUQUA,PQI_01,Diabetes Short-term Complications,75.35,46.64
2009,CHAUTAUQUA,PQI_03,Diabetes Long-term Complications,72.49,105.93
2010,CHAUTAUQUA,PQI_03,Diabetes Long-term Complications,56.1,105.27
2011,CHAUTAUQUA,PQI_03,Diabetes Long-term Complications,81.4,110.33
2012,CHAUTAUQUA,PQI_03,Diabetes Long-term Complications,80.08,106.7
2009,CHAUTAUQUA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,496.1,510.51
2010,CHAUTAUQUA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,441.76,476.41
2011,CHAUTAUQUA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,373.89,474.32
2012,CHAUTAUQUA,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,405.9,447.04
2009,CHAUTAUQUA,PQI_07,Hypertension,15.29,48.51
2010,CHAUTAUQUA,PQI_07,Hypertension,19.03,48.84
2011,CHAUTAUQUA,PQI_07,Hypertension,9.68,50.27
2012,CHAUTAUQUA,PQI_07,Hypertension,20.02,51.37
2009,CHAUTAUQUA,PQI_08,Heart Failure,309.98,382.25
2010,CHAUTAUQUA,PQI_08,Heart Failure,286.11,343.42
2011,CHAUTAUQUA,PQI_08,Heart Failure,276.32,332.75
2012,CHAUTAUQUA,PQI_08,Heart Failure,333.74,315.59
2009,CHAUTAUQUA,PQI_10,Dehydration,108.79,153.56
2010,CHAUTAUQUA,PQI_10,Dehydration,98.89,135.19
2011,CHAUTAUQUA,PQI_10,Dehydration,92.07,134.75
2012,CHAUTAUQUA,PQI_10,Dehydration,88.66,123.42
2009,CHAUTAUQUA,PQI_11,Bacterial Pneumonia,350.02,310.09
2010,CHAUTAUQUA,PQI_11,Bacterial Pneumonia,286.99,272.91
2011,CHAUTAUQUA,PQI_11,Bacterial Pneumonia,342.21,286.22
2012,CHAUTAUQUA,PQI_11,Bacterial Pneumonia,253.66,259.16
2009,CHAUTAUQUA,PQI_12,Urinary Tract Infection,145.97,179.3
2010,CHAUTAUQUA,PQI_12,Urinary Tract Infection,118.8,179.96
2011,CHAUTAUQUA,PQI_12,Urinary Tract Infection,161.92,179.41
2012,CHAUTAUQUA,PQI_12,Urinary Tract Infection,141.13,173.69
2009,CHAUTAUQUA,PQI_13,Angina Without Procedure,23.87,26.84
2010,CHAUTAUQUA,PQI_13,Angina Without Procedure,30.36,22.11
2011,CHAUTAUQUA,PQI_13,Angina Without Procedure,13.53,19.8
2012,CHAUTAUQUA,PQI_13,Angina Without Procedure,13.31,18.15
2009,CHAUTAUQUA,PQI_14,Uncontrolled Diabetes,11.44,19.91
2010,CHAUTAUQUA,PQI_14,Uncontrolled Diabetes,12.32,17.71
2011,CHAUTAUQUA,PQI_14,Uncontrolled Diabetes,11.66,16.39
2012,CHAUTAUQUA,PQI_14,Uncontrolled Diabetes,19.03,16.06
2009,CHAUTAUQUA,PQI_15,Asthma in Younger Adults,52.8,59.95
2010,CHAUTAUQUA,PQI_15,Asthma in Younger Adults,42.24,47.96
2011,CHAUTAUQUA,PQI_15,Asthma in Younger Adults,49.61,48.84
2012,CHAUTAUQUA,PQI_15,Asthma in Younger Adults,51.92,49.61
2009,CHAUTAUQUA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.59,11.88
2010,CHAUTAUQUA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.45,11.11
2011,CHAUTAUQUA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.66,11.88
2012,CHAUTAUQUA,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,15.29,11.99
2009,CHAUTAUQUA,PQI_90,Prevention Quality Overall Composite,1418.45,1613.26
2010,CHAUTAUQUA,PQI_90,Prevention Quality Overall Composite,1257.41,1485.66
2011,CHAUTAUQUA,PQI_90,Prevention Quality Overall Composite,1309.55,1505.02
2012,CHAUTAUQUA,PQI_90,Prevention Quality Overall Composite,1316.15,1425.38
2009,CHAUTAUQUA,PQI_91,Prevention Quality Acute Composite,604.78,642.84
2010,CHAUTAUQUA,PQI_91,Prevention Quality Acute Composite,504.68,587.95
2011,CHAUTAUQUA,PQI_91,Prevention Quality Acute Composite,596.2,600.38
2012,CHAUTAUQUA,PQI_91,Prevention Quality Acute Composite,483.56,556.38
2009,CHAUTAUQUA,PQI_92,Prevention Quality Chronic Composite,813.67,970.42
2010,CHAUTAUQUA,PQI_92,Prevention Quality Chronic Composite,752.73,897.71
2011,CHAUTAUQUA,PQI_92,Prevention Quality Chronic Composite,713.46,904.64
2012,CHAUTAUQUA,PQI_92,Prevention Quality Chronic Composite,833.58,869.11
2009,CHAUTAUQUA,PQI_S01,Prevention Quality All Diabetes Composite,136.4,173.25
2010,CHAUTAUQUA,PQI_S01,Prevention Quality All Diabetes Composite,128.26,170.83
2011,CHAUTAUQUA,PQI_S01,Prevention Quality All Diabetes Composite,155.1,177.21
2012,CHAUTAUQUA,PQI_S01,Prevention Quality All Diabetes Composite,184.03,175.78
2009,CHAUTAUQUA,PQI_S02,Prevention Quality All Circulatory Composite,349.14,457.49
2010,CHAUTAUQUA,PQI_S02,Prevention Quality All Circulatory Composite,335.5,414.37
2011,CHAUTAUQUA,PQI_S02,Prevention Quality All Circulatory Composite,299.53,402.82
2012,CHAUTAUQUA,PQI_S02,Prevention Quality All Circulatory Composite,367.18,385.11
2009,CHAUTAUQUA,PQI_S03,Prevention Quality All Respiratory Composite,328.13,339.68
2010,CHAUTAUQUA,PQI_S03,Prevention Quality All Respiratory Composite,288.97,312.51
2011,CHAUTAUQUA,PQI_S03,Prevention Quality All Respiratory Composite,259.82,324.61
2012,CHAUTAUQUA,PQI_S03,Prevention Quality All Respiratory Composite,282.26,308.33
2009,CHEMUNG,PQI_01,Diabetes Short-term Complications,83.38,44.44
2010,CHEMUNG,PQI_01,Diabetes Short-term Complications,64.13,44.99
2011,CHEMUNG,PQI_01,Diabetes Short-term Complications,88.22,48.51
2012,CHEMUNG,PQI_01,Diabetes Short-term Complications,83.05,51.37
2009,CHEMUNG,PQI_03,Diabetes Long-term Complications,134.53,111.65
2010,CHEMUNG,PQI_03,Diabetes Long-term Complications,180.84,110
2011,CHEMUNG,PQI_03,Diabetes Long-term Complications,120.56,114.18
2012,CHEMUNG,PQI_03,Diabetes Long-term Complications,145.75,110.77
2009,CHEMUNG,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,840.18,509.08
2010,CHEMUNG,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,891.99,471.9
2011,CHEMUNG,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,790.13,470.25
2012,CHEMUNG,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,744.48,442.97
2009,CHEMUNG,PQI_07,Hypertension,64.35,53.46
2010,CHEMUNG,PQI_07,Hypertension,78.76,52.91
2011,CHEMUNG,PQI_07,Hypertension,86.68,54.12
2012,CHEMUNG,PQI_07,Hypertension,81.62,55.55
2009,CHEMUNG,PQI_08,Heart Failure,327.58,382.8
2010,CHEMUNG,PQI_08,Heart Failure,344.08,342.21
2011,CHEMUNG,PQI_08,Heart Failure,305.69,331.43
2012,CHEMUNG,PQI_08,Heart Failure,285.56,314.6
2009,CHEMUNG,PQI_10,Dehydration,195.91,152.46
2010,CHEMUNG,PQI_10,Dehydration,160.38,133.87
2011,CHEMUNG,PQI_10,Dehydration,148.39,132.77
2012,CHEMUNG,PQI_10,Dehydration,115.17,122.21
2009,CHEMUNG,PQI_11,Bacterial Pneumonia,560.12,307.45
2010,CHEMUNG,PQI_11,Bacterial Pneumonia,498.63,268.62
2011,CHEMUNG,PQI_11,Bacterial Pneumonia,565.84,281.05
2012,CHEMUNG,PQI_11,Bacterial Pneumonia,501.27,254.43
2009,CHEMUNG,PQI_12,Urinary Tract Infection,235.4,176.55
2010,CHEMUNG,PQI_12,Urinary Tract Infection,309.1,175.67
2011,CHEMUNG,PQI_12,Urinary Tract Infection,299.86,174.57
2012,CHEMUNG,PQI_12,Urinary Tract Infection,237.49,168.74
2009,CHEMUNG,PQI_13,Angina Without Procedure,24.86,27.61
2010,CHEMUNG,PQI_13,Angina Without Procedure,20.46,22.66
2011,CHEMUNG,PQI_13,Angina Without Procedure,16.17,20.13
2012,CHEMUNG,PQI_13,Angina Without Procedure,13.09,18.7
2009,CHEMUNG,PQI_14,Uncontrolled Diabetes,21.89,21.67
2010,CHEMUNG,PQI_14,Uncontrolled Diabetes,26.29,19.03
2011,CHEMUNG,PQI_14,Uncontrolled Diabetes,22,17.93
2012,CHEMUNG,PQI_14,Uncontrolled Diabetes,11.66,18.04
2009,CHEMUNG,PQI_15,Asthma in Younger Adults,74.36,64.35
2010,CHEMUNG,PQI_15,Asthma in Younger Adults,73.48,51.26
2011,CHEMUNG,PQI_15,Asthma in Younger Adults,71.61,50.82
2012,CHEMUNG,PQI_15,Asthma in Younger Adults,84.59,54.45
2009,CHEMUNG,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.63,12.32
2010,CHEMUNG,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,21.89,11.44
2011,CHEMUNG,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.74,12.32
2011,CHENANGO,PQI_08,Heart Failure,401.83,320.21
2012,CHEMUNG,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,21.89,12.54
2009,CHEMUNG,PQI_90,Prevention Quality Overall Composite,2208.25,1627.89
2010,CHEMUNG,PQI_90,Prevention Quality Overall Composite,2278.98,1489.51
2011,CHEMUNG,PQI_90,Prevention Quality Overall Composite,2198.79,1504.69
2012,CHEMUNG,PQI_90,Prevention Quality Overall Composite,2003.65,1430.11
2009,CHEMUNG,PQI_91,Prevention Quality Acute Composite,991.54,636.46
2010,CHEMUNG,PQI_91,Prevention Quality Acute Composite,968.22,578.27
2011,CHEMUNG,PQI_91,Prevention Quality Acute Composite,1014.09,588.39
2012,CHEMUNG,PQI_91,Prevention Quality Acute Composite,853.93,545.49
2009,CHEMUNG,PQI_92,Prevention Quality Chronic Composite,1216.71,991.54
2010,CHEMUNG,PQI_92,Prevention Quality Chronic Composite,1310.87,911.35
2011,CHEMUNG,PQI_92,Prevention Quality Chronic Composite,1184.59,916.41
2012,CHEMUNG,PQI_92,Prevention Quality Chronic Composite,1149.72,884.73
2009,CHEMUNG,PQI_S01,Prevention Quality All Diabetes Composite,245.63,184.58
2010,CHEMUNG,PQI_S01,Prevention Quality All Diabetes Composite,285.78,180.29
2011,CHEMUNG,PQI_S01,Prevention Quality All Diabetes Composite,236.61,186.89
2012,CHEMUNG,PQI_S01,Prevention Quality All Diabetes Composite,252.12,186.67
2009,CHEMUNG,PQI_S02,Prevention Quality All Circulatory Composite,416.79,463.87
2010,CHEMUNG,PQI_S02,Prevention Quality All Circulatory Composite,443.3,417.78
2011,CHEMUNG,PQI_S02,Prevention Quality All Circulatory Composite,408.54,405.79
2012,CHEMUNG,PQI_S02,Prevention Quality All Circulatory Composite,380.38,388.85
2009,CHEMUNG,PQI_S03,Prevention Quality All Respiratory Composite,554.29,343.09
2010,CHEMUNG,PQI_S03,Prevention Quality All Respiratory Composite,583.22,313.28
2011,CHEMUNG,PQI_S03,Prevention Quality All Respiratory Composite,539.44,323.84
2012,CHEMUNG,PQI_S03,Prevention Quality All Respiratory Composite,517.33,309.21
2009,CHENANGO,PQI_01,Diabetes Short-term Complications,49.72,37.18
2010,CHENANGO,PQI_01,Diabetes Short-term Complications,72.38,38.61
2011,CHENANGO,PQI_01,Diabetes Short-term Complications,77.22,41.69
2012,CHENANGO,PQI_01,Diabetes Short-term Complications,82.06,42.35
2009,CHENANGO,PQI_03,Diabetes Long-term Complications,101.97,101.64
2010,CHENANGO,PQI_03,Diabetes Long-term Complications,137.28,102.19
2011,CHENANGO,PQI_03,Diabetes Long-term Complications,128.81,108.68
2012,CHENANGO,PQI_03,Diabetes Long-term Complications,117.92,100.21
2009,CHENANGO,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,551.21,482.9
2010,CHENANGO,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,712.14,449.68
2011,CHENANGO,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,584.65,449.57
2012,CHENANGO,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,644.71,408.21
2009,CHENANGO,PQI_07,Hypertension,34.87,44.55
2010,CHENANGO,PQI_07,Hypertension,42.46,45.54
2011,CHENANGO,PQI_07,Hypertension,28.38,47.74
2012,CHENANGO,PQI_07,Hypertension,51.26,45.32
2009,CHENANGO,PQI_08,Heart Failure,407.88,358.6
2010,CHENANGO,PQI_08,Heart Failure,341.88,324.72
2012,CHENANGO,PQI_08,Heart Failure,382.03,279.4
2009,CHENANGO,PQI_10,Dehydration,121.88,148.72
2010,CHENANGO,PQI_10,Dehydration,149.71,131.34
2011,CHENANGO,PQI_10,Dehydration,139.04,132.55
2012,CHENANGO,PQI_10,Dehydration,125.62,115.61
2009,CHENANGO,PQI_11,Bacterial Pneumonia,475.09,301.62
2010,CHENANGO,PQI_11,Bacterial Pneumonia,531.52,266.53
